factura_id,cliente_id,cliente_nombre,sector,tipo_proyecto,fecha_factura,concepto,categoria,base_imponible,iva_21,total,pagado
FAC-0359,CLI-007,BioTech Health SL,Tecnologia,Consultoria Internacional Recurrente,2024-03-27,Retainer March 2024 - BioTech Health SL,ingreso,8800.0,1848.0,10648.0,True
FAC-0360,CLI-027,Cervezas Artesanas Gredos,Vinos y Bebidas,Consultoria Internacional Recurrente,2024-03-27,Retainer March 2024 - Cervezas Artesanas Gredos,ingreso,5720.0,1201.2,6921.2,True
FAC-0361,CLI-022,Soluciones Logisticas ML,Bienes Industriales,Consultoria Internacional Recurrente,2024-03-27,Retainer March 2024 - Soluciones Logisticas ML,ingreso,8250.0,1732.5,9982.5,True
FAC-0362,CLI-008,CampoVerde Export SA,Agroalimentario,Consultoria Internacional Recurrente,2024-03-27,Retainer March 2024 - CampoVerde Export SA,ingreso,7920.0,1663.2,9583.2,True
FAC-0363,CLI-003,CloudNet Espana SL,Tecnologia,Consultoria Internacional Recurrente,2024-03-27,Retainer March 2024 - CloudNet Espana SL,ingreso,8580.0,1801.8,10381.8,True
FAC-0364,CLI-010,Olivares del Mediterraneo,Agroalimentario,Consultoria Internacional Recurrente,2024-03-27,Retainer March 2024 - Olivares del Mediterraneo,ingreso,7150.0,1501.5,8651.5,True
FAC-0365,,,,,2024-04-04,Nominas,gasto_fijo,190720.0,0.0,190720.0,True
FAC-0366,CLI-072,Cultivos Hidroponicos SL,Agroalimentario,Plan de Promocion Internacional,2024-04-05,Plan de Promocion Internacional - Cultivos Hidroponicos SL - Factura 2/2,ingreso,12850.0,2698.5,15548.5,True
FAC-0367,,,,,2024-04-06,Traduccion y adaptacion,gasto_variable,1230.0,258.3,1488.3,True
FAC-0368,CLI-047,Sistemas Embebidos SA,Tecnologia,Plan Integral de Internacionalizacion,2024-04-06,Plan Integral de Internacionalizacion - Sistemas Embebidos SA - Factura 1/6,ingreso,18870.0,3962.7,22832.7,True
FAC-0369,,,,,2024-04-10,Software y SaaS,gasto_fijo,4630.0,972.3,5602.3,True
FAC-0370,,,,,2024-04-10,Alquiler oficina,gasto_fijo,5950.0,1249.5,7199.5,True
FAC-0371,,,,,2024-04-14,Servicios profesionales,gasto_fijo,3570.0,749.7,4319.7,True
FAC-0372,,,,,2024-04-15,Pago Fraccionado IS,gasto_trimestral,17370.0,0.0,17370.0,True
FAC-0373,,,,,2024-04-16,Marketing y publicidad,gasto_variable,10740.0,2255.4,12995.4,True
FAC-0374,,,,,2024-04-17,Suministros,gasto_fijo,1170.0,245.7,1415.7,True
FAC-0375,,,,,2024-04-19,IVA Trimestral,gasto_trimestral,28070.0,0.0,28070.0,True
FAC-0376,,,,,2024-04-20,Seguros,gasto_fijo,1640.0,344.4,1984.4,True
FAC-0377,CLI-006,AppDigital Labs,Tecnologia,Consultoria Internacional Recurrente,2024-04-25,Retainer April 2024 - AppDigital Labs,ingreso,6600.0,1386.0,7986.0,True
FAC-0378,CLI-005,CyberSecure Consulting,Tecnologia,Consultoria Internacional Recurrente,2024-04-25,Retainer April 2024 - CyberSecure Consulting,ingreso,12100.0,2541.0,14641.0,True
FAC-0379,CLI-011,Frutas y Hortalizas del Norte,Agroalimentario,Consultoria Internacional Recurrente,2024-04-25,Retainer April 2024 - Frutas y Hortalizas del Norte,ingreso,9350.0,1963.5,11313.5,True
FAC-0380,CLI-022,Soluciones Logisticas ML,Bienes Industriales,Consultoria Internacional Recurrente,2024-04-25,Retainer April 2024 - Soluciones Logisticas ML,ingreso,8250.0,1732.5,9982.5,True
FAC-0381,CLI-008,CampoVerde Export SA,Agroalimentario,Consultoria Internacional Recurrente,2024-04-25,Retainer April 2024 - CampoVerde Export SA,ingreso,7920.0,1663.2,9583.2,True
FAC-0382,CLI-026,Bodegas Solariego SA,Vinos y Bebidas,Consultoria Internacional Recurrente,2024-04-26,Retainer April 2024 - Bodegas Solariego SA,ingreso,10450.0,2194.5,12644.5,True
FAC-0383,CLI-007,BioTech Health SL,Tecnologia,Consultoria Internacional Recurrente,2024-04-26,Retainer April 2024 - BioTech Health SL,ingreso,8800.0,1848.0,10648.0,True
FAC-0384,CLI-025,Destilerias del Sur SL,Vinos y Bebidas,Consultoria Internacional Recurrente,2024-04-26,Retainer April 2024 - Destilerias del Sur SL,ingreso,8580.0,1801.8,10381.8,True
FAC-0385,CLI-013,Aceites y Olivares SL,Agroalimentario,Consultoria Internacional Recurrente,2024-04-26,Retainer April 2024 - Aceites y Olivares SL,ingreso,11000.0,2310.0,13310.0,True
FAC-0386,CLI-020,ElecTech Sistemas SL,Bienes Industriales,Consultoria Internacional Recurrente,2024-04-26,Retainer April 2024 - ElecTech Sistemas SL,ingreso,9020.0,1894.2,10914.2,True
FAC-0387,CLI-001,InnovaTech Solutions SL,Tecnologia,Consultoria Internacional Recurrente,2024-04-26,Retainer April 2024 - InnovaTech Solutions SL,ingreso,9350.0,1963.5,11313.5,True
FAC-0388,CLI-010,Olivares del Mediterraneo,Agroalimentario,Consultoria Internacional Recurrente,2024-04-26,Retainer April 2024 - Olivares del Mediterraneo,ingreso,7150.0,1501.5,8651.5,True
FAC-0389,,,,,2024-04-26,Material de oficina,gasto_fijo,820.0,172.2,992.2,True
FAC-0390,CLI-012,Conservas Artesanas SL,Agroalimentario,Consultoria Internacional Recurrente,2024-04-26,Retainer April 2024 - Conservas Artesanas SL,ingreso,6050.0,1270.5,7320.5,True
FAC-0391,CLI-027,Cervezas Artesanas Gredos,Vinos y Bebidas,Consultoria Internacional Recurrente,2024-04-27,Retainer April 2024 - Cervezas Artesanas Gredos,ingreso,5720.0,1201.2,6921.2,True
FAC-0392,CLI-015,InduSteel Components SA,Bienes Industriales,Consultoria Internacional Recurrente,2024-04-27,Retainer April 2024 - InduSteel Components SA,ingreso,13750.0,2887.5,16637.5,True
FAC-0393,CLI-018,AutoParts Iberica SA,Bienes Industriales,Consultoria Internacional Recurrente,2024-04-27,Retainer April 2024 - AutoParts Iberica SA,ingreso,11550.0,2425.5,13975.5,True
FAC-0394,CLI-014,Embotellados del Norte SL,Agroalimentario,Consultoria Internacional Recurrente,2024-04-27,Retainer April 2024 - Embotellados del Norte SL,ingreso,8250.0,1732.5,9982.5,True
FAC-0395,CLI-019,Construcciones Metalicas ML,Bienes Industriales,Consultoria Internacional Recurrente,2024-04-27,Retainer April 2024 - Construcciones Metalicas ML,ingreso,7700.0,1617.0,9317.0,True
FAC-0396,CLI-003,CloudNet Espana SL,Tecnologia,Consultoria Internacional Recurrente,2024-04-27,Retainer April 2024 - CloudNet Espana SL,ingreso,8580.0,1801.8,10381.8,True
FAC-0397,CLI-002,DataSmart Systems SA,Tecnologia,Consultoria Internacional Recurrente,2024-04-27,Retainer April 2024 - DataSmart Systems SA,ingreso,11220.0,2356.2,13576.2,True
FAC-0398,CLI-004,Nexus Software Group,Tecnologia,Consultoria Internacional Recurrente,2024-04-27,Retainer April 2024 - Nexus Software Group,ingreso,10450.0,2194.5,12644.5,True
FAC-0399,CLI-021,EnerRenovables Solar SA,Bienes Industriales,Consultoria Internacional Recurrente,2024-04-27,Retainer April 2024 - EnerRenovables Solar SA,ingreso,10780.0,2263.8,13043.8,True
FAC-0400,CLI-047,Sistemas Embebidos SA,Tecnologia,Plan Integral de Internacionalizacion,2024-05-02,Plan Integral de Internacionalizacion - Sistemas Embebidos SA - Factura 2/6,ingreso,10470.0,2198.7,12668.7,True
FAC-0401,,,,,2024-05-03,Nominas,gasto_fijo,175620.0,0.0,175620.0,True
FAC-0402,,,,,2024-05-14,Alquiler oficina,gasto_fijo,6430.0,1350.3,7780.3,True
FAC-0403,,,,,2024-05-14,Suministros,gasto_fijo,860.0,180.6,1040.6,True
FAC-0404,,,,,2024-05-20,Servicios profesionales,gasto_fijo,2530.0,531.3,3061.3,True
FAC-0405,CLI-046,Diseno y Hogar SA,Bienes de Consumo,Plan de Promocion Internacional,2024-05-22,Plan de Promocion Internacional - Diseno y Hogar SA - Factura 2/3,ingreso,2050.0,430.5,2480.5,True
FAC-0406,,,,,2024-05-23,Software y SaaS,gasto_fijo,5720.0,1201.2,6921.2,True
FAC-0407,CLI-025,Destilerias del Sur SL,Vinos y Bebidas,Consultoria Internacional Recurrente,2024-05-25,Retainer May 2024 - Destilerias del Sur SL,ingreso,8190.0,1719.9,9909.9,True
FAC-0408,CLI-024,Vinedos del Valle SL,Vinos y Bebidas,Consultoria Internacional Recurrente,2024-05-25,Retainer May 2024 - Vinedos del Valle SL,ingreso,6300.0,1323.0,7623.0,True
FAC-0409,CLI-006,AppDigital Labs,Tecnologia,Consultoria Internacional Recurrente,2024-05-25,Retainer May 2024 - AppDigital Labs,ingreso,6300.0,1323.0,7623.0,True
FAC-0410,CLI-021,EnerRenovables Solar SA,Bienes Industriales,Consultoria Internacional Recurrente,2024-05-25,Retainer May 2024 - EnerRenovables Solar SA,ingreso,10290.0,2160.9,12450.9,True
FAC-0411,CLI-019,Construcciones Metalicas ML,Bienes Industriales,Consultoria Internacional Recurrente,2024-05-25,Retainer May 2024 - Construcciones Metalicas ML,ingreso,7350.0,1543.5,8893.5,True
FAC-0412,CLI-002,DataSmart Systems SA,Tecnologia,Consultoria Internacional Recurrente,2024-05-25,Retainer May 2024 - DataSmart Systems SA,ingreso,10710.0,2249.1,12959.1,True
FAC-0413,CLI-017,TecniMaquinaria SL,Bienes Industriales,Consultoria Internacional Recurrente,2024-05-25,Retainer May 2024 - TecniMaquinaria SL,ingreso,9660.0,2028.6,11688.6,True
FAC-0414,CLI-018,AutoParts Iberica SA,Bienes Industriales,Consultoria Internacional Recurrente,2024-05-25,Retainer May 2024 - AutoParts Iberica SA,ingreso,11020.0,2314.2,13334.2,True
FAC-0415,CLI-012,Conservas Artesanas SL,Agroalimentario,Consultoria Internacional Recurrente,2024-05-25,Retainer May 2024 - Conservas Artesanas SL,ingreso,5780.0,1213.8,6993.8,True
FAC-0416,CLI-013,Aceites y Olivares SL,Agroalimentario,Consultoria Internacional Recurrente,2024-05-25,Retainer May 2024 - Aceites y Olivares SL,ingreso,10500.0,2205.0,12705.0,True
FAC-0417,CLI-022,Soluciones Logisticas ML,Bienes Industriales,Consultoria Internacional Recurrente,2024-05-25,Retainer May 2024 - Soluciones Logisticas ML,ingreso,7880.0,1654.8,9534.8,True
FAC-0418,CLI-020,ElecTech Sistemas SL,Bienes Industriales,Consultoria Internacional Recurrente,2024-05-25,Retainer May 2024 - ElecTech Sistemas SL,ingreso,8610.0,1808.1,10418.1,True
FAC-0419,CLI-027,Cervezas Artesanas Gredos,Vinos y Bebidas,Consultoria Internacional Recurrente,2024-05-26,Retainer May 2024 - Cervezas Artesanas Gredos,ingreso,5460.0,1146.6,6606.6,True
FAC-0420,CLI-005,CyberSecure Consulting,Tecnologia,Consultoria Internacional Recurrente,2024-05-26,Retainer May 2024 - CyberSecure Consulting,ingreso,11550.0,2425.5,13975.5,True
FAC-0421,CLI-003,CloudNet Espana SL,Tecnologia,Consultoria Internacional Recurrente,2024-05-26,Retainer May 2024 - CloudNet Espana SL,ingreso,8190.0,1719.9,9909.9,True
FAC-0422,CLI-001,InnovaTech Solutions SL,Tecnologia,Consultoria Internacional Recurrente,2024-05-26,Retainer May 2024 - InnovaTech Solutions SL,ingreso,8920.0,1873.2,10793.2,True
FAC-0423,CLI-004,Nexus Software Group,Tecnologia,Consultoria Internacional Recurrente,2024-05-26,Retainer May 2024 - Nexus Software Group,ingreso,9980.0,2095.8,12075.8,True
FAC-0424,CLI-010,Olivares del Mediterraneo,Agroalimentario,Consultoria Internacional Recurrente,2024-05-26,Retainer May 2024 - Olivares del Mediterraneo,ingreso,6820.0,1432.2,8252.2,True
FAC-0425,CLI-014,Embotellados del Norte SL,Agroalimentario,Consultoria Internacional Recurrente,2024-05-26,Retainer May 2024 - Embotellados del Norte SL,ingreso,7880.0,1654.8,9534.8,True
FAC-0426,CLI-015,InduSteel Components SA,Bienes Industriales,Consultoria Internacional Recurrente,2024-05-26,Retainer May 2024 - InduSteel Components SA,ingreso,13120.0,2755.2,15875.2,True
FAC-0427,CLI-011,Frutas y Hortalizas del Norte,Agroalimentario,Consultoria Internacional Recurrente,2024-05-27,Retainer May 2024 - Frutas y Hortalizas del Norte,ingreso,8920.0,1873.2,10793.2,True
FAC-0428,CLI-026,Bodegas Solariego SA,Vinos y Bebidas,Consultoria Internacional Recurrente,2024-05-27,Retainer May 2024 - Bodegas Solariego SA,ingreso,9980.0,2095.8,12075.8,True
FAC-0429,CLI-007,BioTech Health SL,Tecnologia,Consultoria Internacional Recurrente,2024-05-27,Retainer May 2024 - BioTech Health SL,ingreso,8400.0,1764.0,10164.0,True
FAC-0430,,,,,2024-05-27,Seguros,gasto_fijo,1780.0,373.8,2153.8,True
FAC-0431,CLI-028,Gourmet Seleccion Espana,Vinos y Bebidas,Consultoria Internacional Recurrente,2024-05-27,Retainer May 2024 - Gourmet Seleccion Espana,ingreso,7560.0,1587.6,9147.6,True
FAC-0432,,,,,2024-05-27,Material de oficina,gasto_fijo,890.0,186.9,1076.9,True
FAC-0433,,,,,2024-06-04,Nominas,gasto_fijo,182890.0,0.0,182890.0,True
FAC-0434,CLI-065,DataCenter Solutions SA,Tecnologia,Plan Integral de Internacionalizacion,2024-06-08,Plan Integral de Internacionalizacion - DataCenter Solutions SA - Factura 2/3,ingreso,9380.0,1969.8,11349.8,True
FAC-0435,,,,,2024-06-10,Material de oficina,gasto_fijo,770.0,161.7,931.7,True
FAC-0436,,,,,2024-06-15,Suministros,gasto_fijo,880.0,184.8,1064.8,True
FAC-0437,,,,,2024-06-17,Servicios profesionales,gasto_fijo,4440.0,932.4,5372.4,True
FAC-0438,,,,,2024-06-19,Asesoria legal local,gasto_variable,3100.0,651.0,3751.0,True
FAC-0439,,,,,2024-06-22,Software y SaaS,gasto_fijo,4360.0,915.6,5275.6,True
FAC-0440,CLI-046,Diseno y Hogar SA,Bienes de Consumo,Plan de Promocion Internacional,2024-06-23,Plan de Promocion Internacional - Diseno y Hogar SA - Factura 3/3,ingreso,11630.0,2442.3,14072.3,True
FAC-0441,CLI-020,ElecTech Sistemas SL,Bienes Industriales,Consultoria Internacional Recurrente,2024-06-25,Retainer June 2024 - ElecTech Sistemas SL,ingreso,8200.0,1722.0,9922.0,True
FAC-0442,CLI-028,Gourmet Seleccion Espana,Vinos y Bebidas,Consultoria Internacional Recurrente,2024-06-25,Retainer June 2024 - Gourmet Seleccion Espana,ingreso,7200.0,1512.0,8712.0,True
FAC-0443,CLI-019,Construcciones Metalicas ML,Bienes Industriales,Consultoria Internacional Recurrente,2024-06-25,Retainer June 2024 - Construcciones Metalicas ML,ingreso,7000.0,1470.0,8470.0,True
FAC-0444,CLI-006,AppDigital Labs,Tecnologia,Consultoria Internacional Recurrente,2024-06-25,Retainer June 2024 - AppDigital Labs,ingreso,6000.0,1260.0,7260.0,True
FAC-0445,CLI-005,CyberSecure Consulting,Tecnologia,Consultoria Internacional Recurrente,2024-06-25,Retainer June 2024 - CyberSecure Consulting,ingreso,11000.0,2310.0,13310.0,True
FAC-0446,CLI-017,TecniMaquinaria SL,Bienes Industriales,Consultoria Internacional Recurrente,2024-06-25,Retainer June 2024 - TecniMaquinaria SL,ingreso,9200.0,1932.0,11132.0,True
FAC-0447,CLI-012,Conservas Artesanas SL,Agroalimentario,Consultoria Internacional Recurrente,2024-06-25,Retainer June 2024 - Conservas Artesanas SL,ingreso,5500.0,1155.0,6655.0,True
FAC-0448,CLI-011,Frutas y Hortalizas del Norte,Agroalimentario,Consultoria Internacional Recurrente,2024-06-25,Retainer June 2024 - Frutas y Hortalizas del Norte,ingreso,8500.0,1785.0,10285.0,True
FAC-0449,CLI-027,Cervezas Artesanas Gredos,Vinos y Bebidas,Consultoria Internacional Recurrente,2024-06-25,Retainer June 2024 - Cervezas Artesanas Gredos,ingreso,5200.0,1092.0,6292.0,True
FAC-0450,CLI-013,Aceites y Olivares SL,Agroalimentario,Consultoria Internacional Recurrente,2024-06-26,Retainer June 2024 - Aceites y Olivares SL,ingreso,10000.0,2100.0,12100.0,True
FAC-0451,CLI-022,Soluciones Logisticas ML,Bienes Industriales,Consultoria Internacional Recurrente,2024-06-26,Retainer June 2024 - Soluciones Logisticas ML,ingreso,7500.0,1575.0,9075.0,True
FAC-0452,CLI-015,InduSteel Components SA,Bienes Industriales,Consultoria Internacional Recurrente,2024-06-26,Retainer June 2024 - InduSteel Components SA,ingreso,12500.0,2625.0,15125.0,True
FAC-0453,CLI-024,Vinedos del Valle SL,Vinos y Bebidas,Consultoria Internacional Recurrente,2024-06-26,Retainer June 2024 - Vinedos del Valle SL,ingreso,6000.0,1260.0,7260.0,True
FAC-0454,CLI-014,Embotellados del Norte SL,Agroalimentario,Consultoria Internacional Recurrente,2024-06-26,Retainer June 2024 - Embotellados del Norte SL,ingreso,7500.0,1575.0,9075.0,True
FAC-0455,CLI-021,EnerRenovables Solar SA,Bienes Industriales,Consultoria Internacional Recurrente,2024-06-26,Retainer June 2024 - EnerRenovables Solar SA,ingreso,9800.0,2058.0,11858.0,True
FAC-0456,CLI-023,Bodegas Montealto SA,Vinos y Bebidas,Consultoria Internacional Recurrente,2024-06-26,Retainer June 2024 - Bodegas Montealto SA,ingreso,8000.0,1680.0,9680.0,True
FAC-0457,CLI-001,InnovaTech Solutions SL,Tecnologia,Consultoria Internacional Recurrente,2024-06-26,Retainer June 2024 - InnovaTech Solutions SL,ingreso,8500.0,1785.0,10285.0,True
FAC-0458,CLI-010,Olivares del Mediterraneo,Agroalimentario,Consultoria Internacional Recurrente,2024-06-26,Retainer June 2024 - Olivares del Mediterraneo,ingreso,6500.0,1365.0,7865.0,True
FAC-0459,CLI-026,Bodegas Solariego SA,Vinos y Bebidas,Consultoria Internacional Recurrente,2024-06-27,Retainer June 2024 - Bodegas Solariego SA,ingreso,9500.0,1995.0,11495.0,True
FAC-0460,,,,,2024-06-27,Seguros,gasto_fijo,1320.0,277.2,1597.2,True
FAC-0461,CLI-016,Mecanica Precision SL,Bienes Industriales,Consultoria Internacional Recurrente,2024-06-27,Retainer June 2024 - Mecanica Precision SL,ingreso,8800.0,1848.0,10648.0,True
FAC-0462,CLI-002,DataSmart Systems SA,Tecnologia,Consultoria Internacional Recurrente,2024-06-27,Retainer June 2024 - DataSmart Systems SA,ingreso,10200.0,2142.0,12342.0,True
FAC-0463,CLI-018,AutoParts Iberica SA,Bienes Industriales,Consultoria Internacional Recurrente,2024-06-27,Retainer June 2024 - AutoParts Iberica SA,ingreso,10500.0,2205.0,12705.0,True
FAC-0464,CLI-003,CloudNet Espana SL,Tecnologia,Consultoria Internacional Recurrente,2024-06-27,Retainer June 2024 - CloudNet Espana SL,ingreso,7800.0,1638.0,9438.0,True
FAC-0465,CLI-004,Nexus Software Group,Tecnologia,Consultoria Internacional Recurrente,2024-06-27,Retainer June 2024 - Nexus Software Group,ingreso,9500.0,1995.0,11495.0,True
FAC-0466,CLI-007,BioTech Health SL,Tecnologia,Consultoria Internacional Recurrente,2024-06-27,Retainer June 2024 - BioTech Health SL,ingreso,8000.0,1680.0,9680.0,True
FAC-0467,CLI-025,Destilerias del Sur SL,Vinos y Bebidas,Consultoria Internacional Recurrente,2024-06-27,Retainer June 2024 - Destilerias del Sur SL,ingreso,7800.0,1638.0,9438.0,True
FAC-0468,,,,,2024-06-27,Alquiler oficina,gasto_fijo,5840.0,1226.4,7066.4,True
FAC-0469,,,,,2024-07-02,Nominas,gasto_fijo,186540.0,0.0,186540.0,True
FAC-0470,CLI-051,Hoteles con Encanto SL,Turismo,Plan de Promocion Internacional,2024-07-06,Plan de Promocion Internacional - Hoteles con Encanto SL - Factura 1/3,ingreso,6350.0,1333.5,7683.5,True
FAC-0471,CLI-047,Sistemas Embebidos SA,Tecnologia,Plan Integral de Internacionalizacion,2024-07-07,Plan Integral de Internacionalizacion - Sistemas Embebidos SA - Factura 3/6,ingreso,3590.0,753.9,4343.9,True
FAC-0472,,,,,2024-07-09,Asesoria legal local,gasto_variable,1490.0,312.9,1802.9,True
FAC-0473,CLI-055,Equipos Industriales ML,Bienes Industriales,Plan de Promocion Internacional,2024-07-12,Plan de Promocion Internacional - Equipos Industriales ML - Factura 2/3,ingreso,3640.0,764.4,4404.4,True
FAC-0474,,,,,2024-07-13,Material de oficina,gasto_fijo,740.0,155.4,895.4,True
FAC-0475,,,,,2024-07-16,IVA Trimestral,gasto_trimestral,39430.0,0.0,39430.0,True
FAC-0476,,,,,2024-07-17,Software y SaaS,gasto_fijo,6160.0,1293.6,7453.6,True
FAC-0477,,,,,2024-07-17,Servicios profesionales,gasto_fijo,4090.0,858.9,4948.9,True
FAC-0478,,,,,2024-07-20,Alquiler oficina,gasto_fijo,6180.0,1297.8,7477.8,True
FAC-0479,CLI-055,Equipos Industriales ML,Bienes Industriales,Plan de Promocion Internacional,2024-07-23,Plan de Promocion Internacional - Equipos Industriales ML - Factura 1/3,ingreso,9280.0,1948.8,11228.8,True
FAC-0480,CLI-003,CloudNet Espana SL,Tecnologia,Consultoria Internacional Recurrente,2024-07-25,Retainer July 2024 - CloudNet Espana SL,ingreso,7020.0,1474.2,8494.2,True
FAC-0481,CLI-012,Conservas Artesanas SL,Agroalimentario,Consultoria Internacional Recurrente,2024-07-25,Retainer July 2024 - Conservas Artesanas SL,ingreso,4950.0,1039.5,5989.5,True
FAC-0482,CLI-021,EnerRenovables Solar SA,Bienes Industriales,Consultoria Internacional Recurrente,2024-07-25,Retainer July 2024 - EnerRenovables Solar SA,ingreso,8820.0,1852.2,10672.2,True
FAC-0483,CLI-025,Destilerias del Sur SL,Vinos y Bebidas,Consultoria Internacional Recurrente,2024-07-25,Retainer July 2024 - Destilerias del Sur SL,ingreso,7020.0,1474.2,8494.2,True
FAC-0484,CLI-020,ElecTech Sistemas SL,Bienes Industriales,Consultoria Internacional Recurrente,2024-07-25,Retainer July 2024 - ElecTech Sistemas SL,ingreso,7380.0,1549.8,8929.8,True
FAC-0485,CLI-017,TecniMaquinaria SL,Bienes Industriales,Consultoria Internacional Recurrente,2024-07-25,Retainer July 2024 - TecniMaquinaria SL,ingreso,8280.0,1738.8,10018.8,True
FAC-0486,CLI-030,HotelSun International SA,Turismo,Consultoria Internacional Recurrente,2024-07-25,Retainer July 2024 - HotelSun International SA,ingreso,10800.0,2268.0,13068.0,True
FAC-0487,CLI-005,CyberSecure Consulting,Tecnologia,Consultoria Internacional Recurrente,2024-07-25,Retainer July 2024 - CyberSecure Consulting,ingreso,9900.0,2079.0,11979.0,True
FAC-0488,CLI-018,AutoParts Iberica SA,Bienes Industriales,Consultoria Internacional Recurrente,2024-07-25,Retainer July 2024 - AutoParts Iberica SA,ingreso,9450.0,1984.5,11434.5,True
FAC-0489,CLI-038,Calzado Artesano Export SL,Bienes de Consumo,Consultoria Internacional Recurrente,2024-07-25,Retainer July 2024 - Calzado Artesano Export SL,ingreso,5400.0,1134.0,6534.0,True
FAC-0490,CLI-013,Aceites y Olivares SL,Agroalimentario,Consultoria Internacional Recurrente,2024-07-26,Retainer July 2024 - Aceites y Olivares SL,ingreso,9000.0,1890.0,10890.0,True
FAC-0491,,,,,2024-07-26,Seguros,gasto_fijo,1220.0,256.2,1476.2,True
FAC-0492,CLI-014,Embotellados del Norte SL,Agroalimentario,Consultoria Internacional Recurrente,2024-07-26,Retainer July 2024 - Embotellados del Norte SL,ingreso,6750.0,1417.5,8167.5,True
FAC-0493,CLI-027,Cervezas Artesanas Gredos,Vinos y Bebidas,Consultoria Internacional Recurrente,2024-07-26,Retainer July 2024 - Cervezas Artesanas Gredos,ingreso,4680.0,982.8,5662.8,True
FAC-0494,CLI-022,Soluciones Logisticas ML,Bienes Industriales,Consultoria Internacional Recurrente,2024-07-26,Retainer July 2024 - Soluciones Logisticas ML,ingreso,6750.0,1417.5,8167.5,True
FAC-0495,CLI-026,Bodegas Solariego SA,Vinos y Bebidas,Consultoria Internacional Recurrente,2024-07-26,Retainer July 2024 - Bodegas Solariego SA,ingreso,8550.0,1795.5,10345.5,True
FAC-0496,CLI-019,Construcciones Metalicas ML,Bienes Industriales,Consultoria Internacional Recurrente,2024-07-26,Retainer July 2024 - Construcciones Metalicas ML,ingreso,6300.0,1323.0,7623.0,True
FAC-0497,CLI-001,InnovaTech Solutions SL,Tecnologia,Consultoria Internacional Recurrente,2024-07-26,Retainer July 2024 - InnovaTech Solutions SL,ingreso,7650.0,1606.5,9256.5,True
FAC-0498,CLI-010,Olivares del Mediterraneo,Agroalimentario,Consultoria Internacional Recurrente,2024-07-26,Retainer July 2024 - Olivares del Mediterraneo,ingreso,5850.0,1228.5,7078.5,True
FAC-0499,CLI-032,Viajes y Negocios Globales,Turismo,Consultoria Internacional Recurrente,2024-07-26,Retainer July 2024 - Viajes y Negocios Globales,ingreso,7650.0,1606.5,9256.5,True
FAC-0500,CLI-016,Mecanica Precision SL,Bienes Industriales,Consultoria Internacional Recurrente,2024-07-26,Retainer July 2024 - Mecanica Precision SL,ingreso,7920.0,1663.2,9583.2,True
FAC-0501,CLI-002,DataSmart Systems SA,Tecnologia,Consultoria Internacional Recurrente,2024-07-27,Retainer July 2024 - DataSmart Systems SA,ingreso,9180.0,1927.8,11107.8,True
FAC-0502,CLI-015,InduSteel Components SA,Bienes Industriales,Consultoria Internacional Recurrente,2024-07-27,Retainer July 2024 - InduSteel Components SA,ingreso,11250.0,2362.5,13612.5,True
FAC-0503,,,,,2024-07-27,Suministros,gasto_fijo,950.0,199.5,1149.5,True
FAC-0504,CLI-028,Gourmet Seleccion Espana,Vinos y Bebidas,Consultoria Internacional Recurrente,2024-07-27,Retainer July 2024 - Gourmet Seleccion Espana,ingreso,6480.0,1360.8,7840.8,True
FAC-0505,CLI-024,Vinedos del Valle SL,Vinos y Bebidas,Consultoria Internacional Recurrente,2024-07-27,Retainer July 2024 - Vinedos del Valle SL,ingreso,5400.0,1134.0,6534.0,True
FAC-0506,CLI-023,Bodegas Montealto SA,Vinos y Bebidas,Consultoria Internacional Recurrente,2024-07-27,Retainer July 2024 - Bodegas Montealto SA,ingreso,7200.0,1512.0,8712.0,True
FAC-0507,CLI-011,Frutas y Hortalizas del Norte,Agroalimentario,Consultoria Internacional Recurrente,2024-07-27,Retainer July 2024 - Frutas y Hortalizas del Norte,ingreso,7650.0,1606.5,9256.5,True
FAC-0508,CLI-004,Nexus Software Group,Tecnologia,Consultoria Internacional Recurrente,2024-07-27,Retainer July 2024 - Nexus Software Group,ingreso,8550.0,1795.5,10345.5,True
FAC-0509,CLI-007,BioTech Health SL,Tecnologia,Consultoria Internacional Recurrente,2024-07-27,Retainer July 2024 - BioTech Health SL,ingreso,7200.0,1512.0,8712.0,True
FAC-0510,CLI-006,AppDigital Labs,Tecnologia,Consultoria Internacional Recurrente,2024-07-27,Retainer July 2024 - AppDigital Labs,ingreso,5400.0,1134.0,6534.0,True
FAC-0511,,,,,2024-08-02,Nominas,gasto_fijo,185120.0,0.0,185120.0,True
FAC-0512,CLI-049,Componentes del Valles SL,Bienes Industriales,Mision Comercial,2024-08-07,Mision Comercial - Componentes del Valles SL - Factura 1/1,ingreso,29600.0,6216.0,35816.0,True
FAC-0513,,,,,2024-08-15,Servicios profesionales,gasto_fijo,3150.0,661.5,3811.5,True
FAC-0514,,,,,2024-08-15,Material de oficina,gasto_fijo,620.0,130.2,750.2,True
FAC-0515,,,,,2024-08-18,Alquiler oficina,gasto_fijo,6370.0,1337.7,7707.7,True
FAC-0516,CLI-047,Sistemas Embebidos SA,Tecnologia,Plan Integral de Internacionalizacion,2024-08-18,Plan Integral de Internacionalizacion - Sistemas Embebidos SA - Factura 4/6,ingreso,5200.0,1092.0,6292.0,True
