fecha,concepto,tipo,importe,saldo_acumulado
2024-03-07,Cobro: Retainer February 2024 - Olivares del Mediterraneo,ingreso,7477.8,10827.68
2024-03-08,Cobro: Retainer February 2024 - AppDigital Labs,ingreso,6897.0,17724.68
2024-03-10,Cobro: Retainer February 2024 - EnerRenovables Solar SA,ingreso,11265.1,28989.78
2024-03-13,Pago: Suministros,gasto,-1427.8,27561.98
2024-03-13,Cobro: Retainer February 2024 - CyberSecure Consulting,ingreso,12644.5,40206.48
2024-03-15,Pago: Alquiler oficina,gasto,-7114.8,33091.68
2024-03-15,Cobro: Retainer February 2024 - Conservas Artesanas SL,ingreso,6316.2,39407.88
2024-03-16,Cobro: Retainer February 2024 - DataSmart Systems SA,ingreso,11724.9,51132.78
2024-03-16,Cobro: Retainer February 2024 - BioTech Health SL,ingreso,9196.0,60328.78
2024-03-17,Pago: Seguros,gasto,-1742.4,58586.38
2024-03-17,Cobro: Retainer February 2024 - CloudNet Espana SL,ingreso,8966.1,67552.48
2024-03-18,Pago: Nominas,gasto,-182870.0,-115317.52
2024-03-21,Pago: Servicios profesionales,gasto,-3605.8,-118923.32
2024-03-21,Cobro: Retainer February 2024 - Frutas y Hortalizas del Norte,ingreso,9776.8,-109146.52
2024-03-23,Pago: Material de oficina,gasto,-798.6,-109945.12
2024-03-24,Cobro: Retainer February 2024 - CampoVerde Export SA,ingreso,8276.4,-101668.72
2024-03-24,Cobro: Retainer February 2024 - Aceites y Olivares SL,ingreso,11495.0,-90173.72
2024-03-24,Cobro: Retainer February 2024 - InduSteel Components SA,ingreso,14374.8,-75798.92
2024-03-27,Cobro: Retainer February 2024 - Construcciones Metalicas ML,ingreso,8046.5,-67752.42
2024-03-27,Cobro: Retainer February 2024 - Cervezas Artesanas Gredos,ingreso,5977.4,-61775.02
2024-03-28,Cobro: Retainer February 2024 - AutoParts Iberica SA,ingreso,12075.8,-49699.22
2024-04-01,Pago: IVA Trimestral,gasto,-28070.0,-77769.22
2024-04-01,Cobro: Retainer March 2024 - Frutas y Hortalizas del Norte,ingreso,11313.5,-66455.72
2024-04-01,Cobro: Retainer March 2024 - Cervezas Artesanas Gredos,ingreso,6921.2,-59534.52
2024-04-02,Cobro: Retainer March 2024 - AppDigital Labs,ingreso,7986.0,-51548.52
2024-04-04,Cobro: Retainer March 2024 - Nexus Software Group,ingreso,12644.5,-38904.02
2024-04-05,Cobro: Retainer March 2024 - AutoParts Iberica SA,ingreso,13975.5,-24928.52
2024-04-06,Cobro: Retainer March 2024 - CampoVerde Export SA,ingreso,9583.2,-15345.32
2024-04-08,Pago: Alquiler oficina,gasto,-7199.5,-22544.82
2024-04-08,Cobro: Plan Integral de Internacionalizacion - DataCenter Solutions,ingreso,15633.2,-6911.62
2024-04-10,Pago: Pago Fraccionado IS,gasto,-17370.0,-24281.62
2024-04-11,Pago: Seguros,gasto,-1694.0,-25975.62
2024-04-11,Pago: Asesoria legal local,gasto,-2032.8,-28008.42
2024-04-11,Cobro: Retainer March 2024 - Olivares del Mediterraneo,ingreso,8651.5,-19356.92
2024-04-11,Cobro: Retainer March 2024 - Construcciones Metalicas ML,ingreso,9317.0,-10039.92
2024-04-12,Cobro: Retainer March 2024 - Aceites y Olivares SL,ingreso,13310.0,3270.08
2024-04-14,Pago: Software y SaaS,gasto,-5602.3,-2332.22
2024-04-15,Pago: Nominas,gasto,-190720.0,-193052.22
2024-04-15,Cobro: Retainer March 2024 - Conservas Artesanas SL,ingreso,7320.5,-185731.72
2024-04-16,Pago: Seguros,gasto,-1742.4,-187474.12
2024-04-17,Cobro: Plan de Promocion Internacional - Diseno y Hogar SA - Factur,ingreso,3412.2,-184061.92
2024-04-18,Cobro: Retainer March 2024 - CloudNet Espana SL,ingreso,10381.8,-173680.12
2024-04-18,Cobro: Retainer March 2024 - InduSteel Components SA,ingreso,16637.5,-157042.62
2024-04-19,Pago: Material de oficina,gasto,-1064.8,-158107.42
2024-04-19,Cobro: Retainer March 2024 - Soluciones Logisticas ML,ingreso,9982.5,-148124.92
2024-04-21,Cobro: Retainer March 2024 - DataSmart Systems SA,ingreso,13576.2,-134548.72
2024-04-21,Cobro: Retainer March 2024 - BioTech Health SL,ingreso,10648.0,-123900.72
2024-04-21,Cobro: Retainer March 2024 - EnerRenovables Solar SA,ingreso,13043.8,-110856.92
2024-04-22,Cobro: Retainer March 2024 - Destilerias del Sur SL,ingreso,10381.8,-100475.12
2024-04-23,Pago: Suministros,gasto,-1427.8,-101902.92
2024-04-24,Pago: Marketing y publicidad,gasto,-5396.6,-107299.52
2024-04-24,Cobro: Retainer March 2024 - Embotellados del Norte SL,ingreso,9982.5,-97317.02
2024-04-24,Cobro: Retainer March 2024 - ElecTech Sistemas SL,ingreso,10914.2,-86402.82
2024-04-26,Pago: Suministros,gasto,-1246.3,-87649.12
2024-04-26,Pago: Software y SaaS,gasto,-7429.4,-95078.52
2024-04-27,Pago: Servicios profesionales,gasto,-4477.0,-99555.52
2024-04-27,Cobro: Retainer March 2024 - InnovaTech Solutions SL,ingreso,11313.5,-88242.02
2024-04-28,Cobro: Retainer March 2024 - CyberSecure Consulting,ingreso,14641.0,-73601.02
2024-05-03,Pago: Servicios profesionales,gasto,-4319.7,-77920.72
2024-05-03,Cobro: Retainer April 2024 - Embotellados del Norte SL,ingreso,9982.5,-67938.22
2024-05-03,Cobro: Plan de Promocion Internacional - Cultivos Hidroponicos SL -,ingreso,3085.5,-64852.72
2024-05-04,Cobro: Retainer April 2024 - CloudNet Espana SL,ingreso,10381.8,-54470.92
2024-05-04,Cobro: Retainer April 2024 - CyberSecure Consulting,ingreso,14641.0,-39829.92
2024-05-04,Cobro: Retainer April 2024 - AppDigital Labs,ingreso,7986.0,-31843.92
2024-05-05,Pago: Alquiler oficina,gasto,-7199.5,-39043.42
2024-05-05,Cobro: Retainer April 2024 - Destilerias del Sur SL,ingreso,10381.8,-28661.62
2024-05-08,Pago: Traduccion y adaptacion,gasto,-1488.3,-30149.92
2024-05-08,Cobro: Retainer April 2024 - CampoVerde Export SA,ingreso,9583.2,-20566.72
2024-05-08,Cobro: Retainer April 2024 - Conservas Artesanas SL,ingreso,7320.5,-13246.22
2024-05-08,Cobro: Retainer April 2024 - Cervezas Artesanas Gredos,ingreso,6921.2,-6325.02
2024-05-09,Pago: Suministros,gasto,-1415.7,-7740.72
2024-05-09,Cobro: Retainer April 2024 - Soluciones Logisticas ML,ingreso,9982.5,2241.78
2024-05-10,Cobro: Retainer April 2024 - DataSmart Systems SA,ingreso,13576.2,15817.98
2024-05-11,Cobro: Retainer April 2024 - InnovaTech Solutions SL,ingreso,11313.5,27131.48
2024-05-12,Cobro: Retainer April 2024 - BioTech Health SL,ingreso,10648.0,37779.48
2024-05-12,Cobro: Retainer April 2024 - InduSteel Components SA,ingreso,16637.5,54416.98
2024-05-12,Cobro: Plan de Promocion Internacional - Cultivos Hidroponicos SL -,ingreso,15548.5,69965.48
2024-05-13,Pago: Nominas,gasto,-175620.0,-105654.52
2024-05-13,Cobro: Retainer April 2024 - Frutas y Hortalizas del Norte,ingreso,11313.5,-94341.02
2024-05-14,Cobro: Retainer April 2024 - EnerRenovables Solar SA,ingreso,13043.8,-81297.22
2024-05-15,Cobro: Retainer April 2024 - Construcciones Metalicas ML,ingreso,9317.0,-71980.22
2024-05-15,Cobro: Retainer April 2024 - Bodegas Solariego SA,ingreso,12644.5,-59335.72
2024-05-18,Cobro: Retainer April 2024 - AutoParts Iberica SA,ingreso,13975.5,-45360.22
2024-05-20,Pago: Software y SaaS,gasto,-5602.3,-50962.52
2024-05-21,Pago: IVA Trimestral,gasto,-28070.0,-79032.52
2024-05-21,Cobro: Retainer April 2024 - Aceites y Olivares SL,ingreso,13310.0,-65722.52
2024-05-23,Pago: Marketing y publicidad,gasto,-12995.4,-78717.92
2024-05-23,Cobro: Plan Integral de Internacionalizacion - DataCenter Solutions,ingreso,15633.2,-63084.72
2024-05-25,Cobro: Retainer April 2024 - Nexus Software Group,ingreso,12644.5,-50440.22
2024-05-25,Cobro: Retainer April 2024 - ElecTech Sistemas SL,ingreso,10914.2,-39526.02
2024-05-28,Cobro: Retainer April 2024 - Olivares del Mediterraneo,ingreso,8651.5,-30874.52
2024-06-01,Cobro: Retainer May 2024 - Construcciones Metalicas ML,ingreso,8893.5,-21981.02
2024-06-01,Cobro: Retainer May 2024 - Soluciones Logisticas ML,ingreso,9534.8,-12446.22
2024-06-01,Cobro: Retainer May 2024 - Vinedos del Valle SL,ingreso,7623.0,-4823.22
2024-06-02,Cobro: Retainer May 2024 - Embotellados del Norte SL,ingreso,9534.8,4711.58
2024-06-05,Cobro: Retainer May 2024 - TecniMaquinaria SL,ingreso,11688.6,16400.18
2024-06-06,Cobro: Plan Integral de Internacionalizacion - Sistemas Embebidos S,ingreso,12668.7,29068.88
2024-06-07,Cobro: Retainer May 2024 - CloudNet Espana SL,ingreso,9909.9,38978.78
2024-06-07,Cobro: Retainer May 2024 - ElecTech Sistemas SL,ingreso,10418.1,49396.88
2024-06-07,Cobro: Retainer May 2024 - Destilerias del Sur SL,ingreso,9909.9,59306.78
2024-06-08,Cobro: Retainer May 2024 - DataSmart Systems SA,ingreso,12959.1,72265.88
2024-06-10,Cobro: Retainer May 2024 - InnovaTech Solutions SL,ingreso,10793.2,83059.08
2024-06-12,Pago: Alquiler oficina,gasto,-7780.3,75278.78
2024-06-12,Pago: Nominas,gasto,-182890.0,-107611.22
2024-06-13,Pago: Seguros,gasto,-2153.8,-109765.02
2024-06-13,Cobro: Retainer May 2024 - Nexus Software Group,ingreso,12075.8,-97689.22
2024-06-15,Pago: Software y SaaS,gasto,-6921.2,-104610.42
2024-06-15,Cobro: Retainer May 2024 - Conservas Artesanas SL,ingreso,6993.8,-97616.62
2024-06-17,Cobro: Retainer May 2024 - Cervezas Artesanas Gredos,ingreso,6606.6,-91010.02
2024-06-18,Cobro: Retainer May 2024 - EnerRenovables Solar SA,ingreso,12450.9,-78559.12
2024-06-19,Cobro: Retainer May 2024 - Olivares del Mediterraneo,ingreso,8252.2,-70306.92
2024-06-19,Cobro: Retainer May 2024 - AutoParts Iberica SA,ingreso,13334.2,-56972.72
2024-06-20,Pago: Material de oficina,gasto,-992.2,-57964.92
2024-06-20,Pago: Suministros,gasto,-1040.6,-59005.52
2024-06-22,Cobro: Retainer May 2024 - Aceites y Olivares SL,ingreso,12705.0,-46300.52
2024-06-22,Cobro: Retainer May 2024 - InduSteel Components SA,ingreso,15875.2,-30425.32
2024-06-24,Cobro: Retainer May 2024 - AppDigital Labs,ingreso,7623.0,-22802.32
2024-06-24,Cobro: Retainer May 2024 - Frutas y Hortalizas del Norte,ingreso,10793.2,-12009.12
2024-06-25,Cobro: Retainer May 2024 - Gourmet Seleccion Espana,ingreso,9147.6,-2861.52
2024-06-26,Cobro: Retainer May 2024 - CyberSecure Consulting,ingreso,13975.5,11113.98
2024-06-27,Cobro: Retainer May 2024 - BioTech Health SL,ingreso,10164.0,21277.98
2024-06-28,Cobro: Retainer May 2024 - Bodegas Solariego SA,ingreso,12075.8,33353.78
2024-07-01,Cobro: Retainer June 2024 - CyberSecure Consulting,ingreso,13310.0,46663.78
2024-07-01,Cobro: Plan Integral de Internacionalizacion - DataCenter Solutions,ingreso,11349.8,58013.58
2024-07-02,Cobro: Retainer June 2024 - Embotellados del Norte SL,ingreso,9075.0,67088.58
2024-07-02,Cobro: Retainer June 2024 - Destilerias del Sur SL,ingreso,9438.0,76526.58
2024-07-03,Cobro: Retainer June 2024 - InnovaTech Solutions SL,ingreso,10285.0,86811.58
2024-07-03,Cobro: Retainer June 2024 - EnerRenovables Solar SA,ingreso,11858.0,98669.58
2024-07-04,Cobro: Retainer June 2024 - Conservas Artesanas SL,ingreso,6655.0,105324.58
2024-07-05,Cobro: Retainer June 2024 - Construcciones Metalicas ML,ingreso,8470.0,113794.58
2024-07-06,Pago: Nominas,gasto,-186540.0,-72745.42
2024-07-06,Cobro: Retainer June 2024 - Nexus Software Group,ingreso,11495.0,-61250.42
2024-07-07,Pago: IVA Trimestral,gasto,-39430.0,-100680.42
2024-07-08,Pago: Seguros,gasto,-2153.8,-102834.22
2024-07-08,Pago: Seguros,gasto,-1597.2,-104431.42
2024-07-10,Cobro: Retainer June 2024 - Frutas y Hortalizas del Norte,ingreso,10285.0,-94146.42
2024-07-11,Pago: Suministros,gasto,-1064.8,-95211.22
2024-07-11,Cobro: Retainer June 2024 - Olivares del Mediterraneo,ingreso,7865.0,-87346.22
2024-07-11,Cobro: Plan de Promocion Internacional - Diseno y Hogar SA - Factur,ingreso,2480.5,-84865.72
2024-07-12,Cobro: Retainer June 2024 - TecniMaquinaria SL,ingreso,11132.0,-73733.72
2024-07-13,Cobro: Retainer June 2024 - InduSteel Components SA,ingreso,15125.0,-58608.72
2024-07-14,Cobro: Retainer June 2024 - Aceites y Olivares SL,ingreso,12100.0,-46508.72
2024-07-15,Cobro: Retainer June 2024 - BioTech Health SL,ingreso,9680.0,-36828.72
2024-07-16,Cobro: Retainer June 2024 - Mecanica Precision SL,ingreso,10648.0,-26180.72
2024-07-17,Pago: Material de oficina,gasto,-931.7,-27112.42
2024-07-17,Cobro: Retainer June 2024 - Cervezas Artesanas Gredos,ingreso,6292.0,-20820.42
2024-07-18,Cobro: Retainer June 2024 - DataSmart Systems SA,ingreso,12342.0,-8478.42
2024-07-19,Pago: Software y SaaS,gasto,-6921.2,-15399.62
2024-07-19,Cobro: Retainer June 2024 - ElecTech Sistemas SL,ingreso,9922.0,-5477.62
2024-07-20,Pago: Asesoria legal local,gasto,-3751.0,-9228.62
2024-07-20,Cobro: Retainer June 2024 - Bodegas Montealto SA,ingreso,9680.0,451.38
2024-07-21,Cobro: Retainer June 2024 - Soluciones Logisticas ML,ingreso,9075.0,9526.38
2024-07-21,Cobro: Retainer June 2024 - Vinedos del Valle SL,ingreso,7260.0,16786.38
2024-07-21,Cobro: Retainer June 2024 - Gourmet Seleccion Espana,ingreso,8712.0,25498.38
2024-07-22,Cobro: Retainer June 2024 - AutoParts Iberica SA,ingreso,12705.0,38203.38
2024-07-25,Pago: Servicios profesionales,gasto,-5372.4,32830.98
2024-07-25,Cobro: Retainer June 2024 - AppDigital Labs,ingreso,7260.0,40090.98
2024-07-27,Cobro: Retainer June 2024 - CloudNet Espana SL,ingreso,9438.0,49528.98
2024-07-27,Cobro: Retainer June 2024 - Bodegas Solariego SA,ingreso,11495.0,61023.98
2024-08-01,Pago: Software y SaaS,gasto,-7453.6,53570.38
2024-08-01,Cobro: Plan de Promocion Internacional - Equipos Industriales ML - ,ingreso,4404.4,57974.78
2024-08-02,Pago: Nominas,gasto,-185120.0,-127145.22
2024-08-03,Cobro: Retainer July 2024 - Aceites y Olivares SL,ingreso,10890.0,-116255.22
2024-08-04,Cobro: Retainer July 2024 - InnovaTech Solutions SL,ingreso,9256.5,-106998.72
2024-08-04,Cobro: Retainer July 2024 - Vinedos del Valle SL,ingreso,6534.0,-100464.72
2024-08-05,Cobro: Retainer July 2024 - CyberSecure Consulting,ingreso,11979.0,-88485.72
2024-08-05,Cobro: Retainer July 2024 - BioTech Health SL,ingreso,8712.0,-79773.72
2024-08-05,Cobro: Retainer July 2024 - Destilerias del Sur SL,ingreso,8494.2,-71279.52
2024-08-06,Cobro: Retainer July 2024 - DataSmart Systems SA,ingreso,11107.8,-60171.72
2024-08-07,Cobro: Retainer July 2024 - Olivares del Mediterraneo,ingreso,7078.5,-53093.22
2024-08-07,Cobro: Retainer July 2024 - ElecTech Sistemas SL,ingreso,8929.8,-44163.42
2024-08-07,Cobro: Retainer July 2024 - Cervezas Artesanas Gredos,ingreso,5662.8,-38500.62
2024-08-08,Cobro: Retainer July 2024 - AutoParts Iberica SA,ingreso,11434.5,-27066.12
2024-08-09,Cobro: Retainer July 2024 - Conservas Artesanas SL,ingreso,5989.5,-21076.62
2024-08-09,Cobro: Retainer July 2024 - Soluciones Logisticas ML,ingreso,8167.5,-12909.12
2024-08-09,Cobro: Retainer July 2024 - Bodegas Solariego SA,ingreso,10345.5,-2563.62
2024-08-12,Cobro: Retainer July 2024 - Embotellados del Norte SL,ingreso,8167.5,5603.88
2024-08-12,Cobro: Retainer July 2024 - Construcciones Metalicas ML,ingreso,7623.0,13226.88
2024-08-12,Cobro: Retainer July 2024 - Bodegas Montealto SA,ingreso,8712.0,21938.88
2024-08-14,Cobro: Retainer July 2024 - TecniMaquinaria SL,ingreso,10018.8,31957.68
2024-08-14,Cobro: Retainer July 2024 - Gourmet Seleccion Espana,ingreso,7840.8,39798.48
2024-08-15,Pago: Seguros,gasto,-1597.2,38201.28
2024-08-15,Pago: Suministros,gasto,-1149.5,37051.78
2024-08-15,Pago: Servicios profesionales,gasto,-4948.9,32102.88
2024-08-17,Cobro: Plan Integral de Internacionalizacion - Sistemas Embebidos S,ingreso,4343.9,36446.78
2024-08-18,Cobro: Retainer July 2024 - CloudNet Espana SL,ingreso,8494.2,44940.98
2024-08-18,Cobro: Retainer July 2024 - AppDigital Labs,ingreso,6534.0,51474.98
2024-08-20,Cobro: Retainer July 2024 - InduSteel Components SA,ingreso,13612.5,65087.48
2024-08-20,Cobro: Retainer July 2024 - HotelSun International SA,ingreso,13068.0,78155.48
2024-08-22,Cobro: Retainer July 2024 - Viajes y Negocios Globales,ingreso,9256.5,87411.98
2024-08-23,Cobro: Retainer July 2024 - Frutas y Hortalizas del Norte,ingreso,9256.5,96668.48
2024-08-24,Pago: Alquiler oficina,gasto,-7477.8,89190.68
2024-08-24,Cobro: Retainer July 2024 - EnerRenovables Solar SA,ingreso,10672.2,99862.88
2024-08-25,Cobro: Retainer July 2024 - Mecanica Precision SL,ingreso,9583.2,109446.08
2024-08-25,Cobro: Plan Integral de Internacionalizacion - DataCenter Solutions,ingreso,11349.8,120795.88
2024-08-27,Pago: Material de oficina,gasto,-895.4,119900.48
2024-08-27,Cobro: Retainer July 2024 - Calzado Artesano Export SL,ingreso,6534.0,126434.48
2024-08-28,Cobro: Retainer July 2024 - Nexus Software Group,ingreso,10345.5,136779.98
2024-09-01,Cobro: Retainer August 2024 - AppDigital Labs,ingreso,4356.0,141135.98
2024-09-02,Cobro: Retainer August 2024 - EnerRenovables Solar SA,ingreso,7114.8,148250.78
2024-09-03,Cobro: Retainer August 2024 - Viajes y Negocios Globales,ingreso,6171.0,154421.78
2024-09-04,Cobro: Retainer August 2024 - TecniMaquinaria SL,ingreso,6679.2,161100.98
2024-09-04,Cobro: Retainer August 2024 - Vinedos del Valle SL,ingreso,4356.0,165456.98
2024-09-04,Cobro: Retainer August 2024 - Gourmet Seleccion Espana,ingreso,5227.2,170684.18
2024-09-05,Cobro: Retainer August 2024 - CyberSecure Consulting,ingreso,7986.0,178670.18
2024-09-05,Cobro: Retainer August 2024 - Frutas y Hortalizas del Norte,ingreso,6171.0,184841.18
2024-09-05,Cobro: Retainer August 2024 - Embotellados del Norte SL,ingreso,5445.0,190286.18
2024-09-05,Cobro: Retainer August 2024 - Bodegas Montealto SA,ingreso,5808.0,196094.18
2024-09-06,Cobro: Retainer August 2024 - Aceites y Olivares SL,ingreso,7260.0,203354.18
2024-09-08,Cobro: Retainer August 2024 - Soluciones Logisticas ML,ingreso,5445.0,208799.18
2024-09-08,Cobro: Retainer August 2024 - HotelSun International SA,ingreso,8712.0,217511.18
2024-09-09,Pago: Nominas,gasto,-189950.0,27561.18
2024-09-10,Cobro: Retainer August 2024 - Nexus Software Group,ingreso,6897.0,34458.18
2024-09-12,Cobro: Plan de Promocion Internacional - Equipos Industriales ML - ,ingreso,16673.8,51131.98
2024-09-14,Cobro: Retainer August 2024 - Cervezas Artesanas Gredos,ingreso,3775.2,54907.18
2024-09-14,Cobro: Retainer August 2024 - Eventos Corporativos Espana,ingreso,4719.0,59626.18
2024-09-15,Pago: Alquiler oficina,gasto,-7707.7,51918.48
2024-09-15,Cobro: Retainer August 2024 - BioTech Health SL,ingreso,5808.0,57726.48
2024-09-17,Cobro: Retainer August 2024 - InduSteel Components SA,ingreso,9075.0,66801.48
2024-09-18,Cobro: Retainer August 2024 - Mecanica Precision SL,ingreso,6388.8,73190.28
2024-09-18,Cobro: Mision Comercial - Componentes del Valles SL - Factura 1/1,ingreso,35816.0,109006.28
2024-09-20,Pago: Software y SaaS,gasto,-5711.2,103295.08
2024-09-20,Pago: Seguros,gasto,-2093.3,101201.78
2024-09-20,Cobro: Retainer August 2024 - Conservas Artesanas SL,ingreso,3993.0,105194.78
2024-09-21,Cobro: Retainer August 2024 - Construcciones Metalicas ML,ingreso,5082.0,110276.78
2024-09-22,Cobro: Retainer August 2024 - Bodegas Solariego SA,ingreso,6897.0,117173.78
2024-09-23,Cobro: Retainer August 2024 - CloudNet Espana SL,ingreso,5662.8,122836.58
2024-09-23,Cobro: Retainer August 2024 - ElecTech Sistemas SL,ingreso,5953.2,128789.78
2024-09-23,Cobro: Plan de Promocion Internacional - Equipos Industriales ML - ,ingreso,11228.8,140018.58
2024-09-24,Cobro: Retainer August 2024 - AutoParts Iberica SA,ingreso,7623.0,147641.58
2024-09-25,Cobro: Retainer August 2024 - Olivares del Mediterraneo,ingreso,4719.0,152360.58
2024-09-25,Cobro: Retainer August 2024 - Destilerias del Sur SL,ingreso,5662.8,158023.38
2024-09-26,Pago: Material de oficina,gasto,-750.2,157273.18
2024-09-26,Cobro: Retainer August 2024 - Calzado Artesano Export SL,ingreso,4356.0,161629.18
2024-09-27,Cobro: Retainer August 2024 - InnovaTech Solutions SL,ingreso,6171.0,167800.18
2024-09-28,Cobro: Retainer August 2024 - DataSmart Systems SA,ingreso,7405.2,175205.38
2024-10-01,Pago: Software y SaaS,gasto,-5711.2,169494.18
2024-10-01,Pago: IVA Trimestral,gasto,-42890.0,126604.18
2024-10-01,Cobro: Retainer September 2024 - TecniMaquinaria SL,ingreso,12245.2,138849.38
2024-10-02,Cobro: Retainer September 2024 - DataSmart Systems SA,ingreso,13576.2,152425.58
2024-10-03,Pago: Alquiler oficina,gasto,-7647.2,144778.38
2024-10-03,Cobro: Retainer September 2024 - AppDigital Labs,ingreso,7986.0,152764.38
2024-10-04,Pago: Material de oficina,gasto,-750.2,152014.18
2024-10-05,Cobro: Retainer September 2024 - Aceites y Olivares SL,ingreso,13310.0,165324.18
2024-10-05,Cobro: Plan de Promocion Internacional - Hoteles con Encanto SL - F,ingreso,16504.4,181828.58
2024-10-07,Cobro: Retainer September 2024 - Destilerias del Sur SL,ingreso,10381.8,192210.38
2024-10-07,Cobro: Retainer September 2024 - Eventos Corporativos Espana,ingreso,8651.5,200861.88
2024-10-10,Cobro: Retainer September 2024 - Frutas y Hortalizas del Norte,ingreso,11313.5,212175.38
2024-10-10,Cobro: Retainer September 2024 - Bodegas Solariego SA,ingreso,12644.5,224819.88
2024-10-11,Cobro: Retainer September 2024 - Construcciones Metalicas ML,ingreso,9317.0,234136.88
2024-10-11,Cobro: Retainer September 2024 - ModaExport Iberica SL,ingreso,11979.0,246115.88
2024-10-12,Pago: Nominas,gasto,-185490.0,60625.88
2024-10-12,Cobro: Retainer September 2024 - CloudNet Espana SL,ingreso,10381.8,71007.68
2024-10-12,Cobro: Retainer September 2024 - InduSteel Components SA,ingreso,16637.5,87645.18
2024-10-13,Cobro: Retainer September 2024 - Embotellados del Norte SL,ingreso,9982.5,97627.68
2024-10-15,Pago: Servicios profesionales,gasto,-3605.8,94021.88
2024-10-15,Cobro: Retainer September 2024 - Soluciones Logisticas ML,ingreso,9982.5,104004.38
2024-10-16,Pago: Suministros,gasto,-968.0,103036.38
2024-10-16,Cobro: Retainer September 2024 - Nexus Software Group,ingreso,12644.5,115680.88
2024-10-16,Cobro: Retainer September 2024 - Olivares del Mediterraneo,ingreso,8651.5,124332.38
2024-10-16,Cobro: Retainer September 2024 - Vinedos del Valle SL,ingreso,7986.0,132318.38
2024-10-16,Cobro: Retainer September 2024 - Gourmet Seleccion Espana,ingreso,9583.2,141901.58
2024-10-17,Pago: Pago Fraccionado IS,gasto,-9960.0,131941.58
2024-10-17,Cobro: Retainer September 2024 - HotelSun International SA,ingreso,15972.0,147913.58
2024-10-17,Cobro: Retainer September 2024 - Iluminacion Decorativa SL,ingreso,11313.5,159227.08
2024-10-18,Cobro: Retainer September 2024 - Bodegas Montealto SA,ingreso,10648.0,169875.08
2024-10-19,Cobro: Retainer September 2024 - EnerRenovables Solar SA,ingreso,13043.8,182918.88
2024-10-20,Cobro: Retainer September 2024 - Conservas Artesanas SL,ingreso,7320.5,190239.38
2024-10-20,Cobro: Retainer September 2024 - AutoParts Iberica SA,ingreso,13975.5,204214.88
2024-10-21,Cobro: Retainer September 2024 - BioTech Health SL,ingreso,10648.0,214862.88
2024-10-24,Pago: Seguros,gasto,-1863.4,212999.48
2024-10-25,Cobro: Retainer September 2024 - Cervezas Artesanas Gredos,ingreso,6921.2,219920.68
2024-10-26,Cobro: Retainer September 2024 - ElecTech Sistemas SL,ingreso,10914.2,230834.88
2024-10-27,Cobro: Retainer September 2024 - Mecanica Precision SL,ingreso,11712.8,242547.68
2024-10-28,Cobro: Retainer September 2024 - CyberSecure Consulting,ingreso,14641.0,257188.68
2024-10-28,Cobro: Retainer September 2024 - Viajes y Negocios Globales,ingreso,11313.5,268502.18
2024-10-28,Cobro: Retainer September 2024 - Calzado Artesano Export SL,ingreso,7986.0,276488.18
2024-11-01,Cobro: Retainer October 2024 - DataSmart Systems SA,ingreso,13576.2,290064.38
2024-11-01,Cobro: Retainer October 2024 - InduSteel Components SA,ingreso,16637.5,306701.88
2024-11-01,Cobro: Retainer October 2024 - Gourmet Seleccion Espana,ingreso,9583.2,316285.08
2024-11-02,Cobro: Retainer October 2024 - Conservas Artesanas SL,ingreso,7320.5,323605.58
2024-11-02,Cobro: Retainer October 2024 - HotelSun International SA,ingreso,15972.0,339577.58
2024-11-03,Cobro: Retainer October 2024 - Olivares del Mediterraneo,ingreso,8651.5,348229.08
2024-11-04,Cobro: Retainer October 2024 - ElecTech Sistemas SL,ingreso,10914.2,359143.28
2024-11-06,Cobro: Retainer October 2024 - EnerRenovables Solar SA,ingreso,13043.8,372187.08
2024-11-06,Cobro: Retainer October 2024 - Viajes y Negocios Globales,ingreso,11313.5,383500.58
2024-11-07,Pago: Suministros,gasto,-1343.1,382157.48
2024-11-07,Pago: Marketing y publicidad,gasto,-11785.4,370372.08
2024-11-07,Cobro: Retainer October 2024 - Embotellados del Norte SL,ingreso,9982.5,380354.58
2024-11-11,Cobro: Retainer October 2024 - ModaExport Iberica SL,ingreso,11979.0,392333.58
2024-11-12,Cobro: Plan Integral de Internacionalizacion - Licores y Destilados,ingreso,5106.2,397439.78
2024-11-13,Cobro: Retainer October 2024 - Bodegas Montealto SA,ingreso,10648.0,408087.78
2024-11-13,Cobro: Retainer October 2024 - Bodegas Solariego SA,ingreso,12644.5,420732.28
2024-11-13,Cobro: Retainer October 2024 - Iluminacion Decorativa SL,ingreso,11313.5,432045.78
2024-11-15,Cobro: Retainer October 2024 - Construcciones Metalicas ML,ingreso,9317.0,441362.78
2024-11-17,Cobro: Retainer October 2024 - AppDigital Labs,ingreso,7986.0,449348.78
2024-11-17,Cobro: Retainer October 2024 - Frutas y Hortalizas del Norte,ingreso,11313.5,460662.28
2024-11-18,Cobro: Retainer October 2024 - Calzado Artesano Export SL,ingreso,7986.0,468648.28
2024-11-20,Pago: Alquiler oficina,gasto,-7260.0,461388.28
2024-11-20,Pago: Servicios profesionales,gasto,-4428.6,456959.68
2024-11-20,Cobro: Retainer October 2024 - Cervezas Artesanas Gredos,ingreso,6921.2,463880.88
2024-11-21,Cobro: Retainer October 2024 - TecniMaquinaria SL,ingreso,12245.2,476126.08
